shift_id,timestamp,weather_condition,visibility_meters,temperature_celsius,wind_speed_kmph,worker_fatigue_hours,overtime_workers_count,equipment_fault_count,communication_failure_count,active_staff_count,aircraft_on_ramp_count,day_traffic_profile,safety_risk_score,risk_category
JED-SHIFT-26978,2049-10-13T08:00:00Z,CLEAR,3577,37.0,22.0,5.0,7,3,2,117,18,WEEKDAY_CALM,0.67,MODERATE_RISK
JED-SHIFT-11027,2035-03-24T08:00:00Z,CLEAR,9026,27.2,1.5,1.2,2,0,0,106,5,WEEKEND_RUSH,0.26,LOW_RISK
JED-SHIFT-19505,2042-12-18T08:00:00Z,CLEAR,9504,24.8,6.0,4.8,0,0,0,64,3,WEEKDAY_CALM,0.24,LOW_RISK
JED-SHIFT-29360,2051-12-16T08:00:00Z,CLEAR,5959,39.0,19.0,7.0,9,3,2,179,25,WEEKEND_RUSH,0.69,MODERATE_RISK
JED-SHIFT-11066,2035-04-06T08:00:00Z,CLEAR,9065,26.0,15.0,0.0,1,1,1,85,4,WEEKEND_RUSH,0.25,LOW_RISK
JED-SHIFT-15797,2039-07-31T08:00:00Z,CLEAR,9796,27.2,1.5,1.2,0,0,0,76,7,WEEKDAY_CALM,0.36,LOW_RISK
JED-SHIFT-02675,2027-08-09T08:00:00Z,CLEAR,9674,24.8,6.0,4.8,2,0,0,94,5,WEEKDAY_CALM,0.34,LOW_RISK
JED-SHIFT-20182,2043-08-01T00:00:00Z,CLEAR,9181,21.2,9.0,1.2,1,1,1,81,8,WEEKEND_RUSH,0.21,LOW_RISK
JED-SHIFT-09726,2034-01-14T16:00:00Z,CLEAR,9725,26.0,7.5,0.0,1,1,1,65,8,WEEKEND_RUSH,0.25,LOW_RISK
JED-SHIFT-12671,2036-09-22T08:00:00Z,CLEAR,9670,20.0,15.0,0.0,2,0,0,70,9,WEEKDAY_CALM,0.3,LOW_RISK
JED-SHIFT-21384,2044-09-04T16:00:00Z,CLEAR,3983,33.0,23.0,7.0,8,4,3,123,17,WEEKDAY_CALM,0.63,MODERATE_RISK
JED-SHIFT-36264,2058-04-04T16:00:00Z,DUST_HAZE,1800,35.0,25.0,6.0,6,8,4,193,19,WEEKDAY_CALM,0.86,HIGH_RISK
JED-SHIFT-18999,2042-07-02T16:00:00Z,CLEAR,9998,29.6,12.0,3.6,2,0,0,98,9,WEEKDAY_CALM,0.38,LOW_RISK
JED-SHIFT-34129,2056-04-23T00:00:00Z,SANDSTORM,300,38.0,55.0,7.0,8,3,2,208,20,WEEKDAY_CALM,0.88,HIGH_RISK
JED-SHIFT-14835,2038-09-13T16:00:00Z,CLEAR,9834,24.8,21.0,4.8,2,0,0,74,5,WEEKDAY_CALM,0.34,LOW_RISK
JED-SHIFT-02637,2027-07-27T16:00:00Z,CLEAR,9636,27.2,16.5,1.2,0,0,0,116,7,WEEKDAY_CALM,0.36,LOW_RISK
JED-SHIFT-00059,2025-03-20T08:00:00Z,CLEAR,9058,29.6,19.5,3.6,2,0,0,118,5,WEEKDAY_CALM,0.38,LOW_RISK
JED-SHIFT-00474,2025-08-05T16:00:00Z,CLEAR,9473,23.6,12.0,3.6,1,1,1,113,4,WEEKDAY_CALM,0.33,LOW_RISK
JED-SHIFT-10857,2035-01-26T16:00:00Z,CLEAR,9856,27.2,16.5,1.2,0,0,0,116,3,WEEKEND_RUSH,0.36,LOW_RISK
JED-SHIFT-35849,2057-11-17T08:00:00Z,EXTREME_HEAT,7000,46.5,20.0,9.5,12,2,1,228,12,WEEKEND_RUSH,0.9,HIGH_RISK
JED-SHIFT-05439,2030-02-15T16:00:00Z,CLEAR,9438,29.6,12.0,3.6,2,0,0,98,9,WEEKEND_RUSH,0.38,LOW_RISK
JED-SHIFT-05991,2030-08-18T16:00:00Z,CLEAR,9990,20.0,7.5,0.0,2,0,0,110,9,WEEKDAY_CALM,0.3,LOW_RISK
JED-SHIFT-31143,2053-08-01T16:00:00Z,CLEAR,4742,32.0,17.0,6.0,7,4,3,122,23,WEEKEND_RUSH,0.62,MODERATE_RISK
JED-SHIFT-15334,2039-02-27T00:00:00Z,CLEAR,9333,23.6,4.5,3.6,1,1,1,93,8,WEEKDAY_CALM,0.33,LOW_RISK
JED-SHIFT-38592,2060-05-19T16:00:00Z,DUST_HAZE,1800,35.0,25.0,6.0,6,8,4,221,19,WEEKDAY_CALM,0.86,HIGH_RISK
JED-SHIFT-39236,2060-12-20T08:00:00Z,EXTREME_HEAT,7000,46.5,20.0,9.5,12,2,1,215,12,WEEKDAY_CALM,0.9,HIGH_RISK
JED-SHIFT-21748,2045-01-04T00:00:00Z,DUST_HAZE,4347,37.0,27.0,7.0,7,2,1,167,17,WEEKDAY_CALM,0.67,MODERATE_RISK
JED-SHIFT-38341,2060-02-26T00:00:00Z,SANDSTORM,300,38.0,55.0,7.0,8,3,2,220,20,WEEKDAY_CALM,0.88,HIGH_RISK
JED-SHIFT-09974,2034-04-07T08:00:00Z,CLEAR,9973,23.6,19.5,3.6,1,1,1,73,8,WEEKEND_RUSH,0.33,LOW_RISK
JED-SHIFT-12560,2036-08-16T08:00:00Z,CLEAR,9559,30.8,6.0,4.8,3,1,1,79,10,WEEKEND_RUSH,0.39,LOW_RISK
JED-SHIFT-09741,2034-01-19T16:00:00Z,CLEAR,9740,20.0,7.5,0.0,0,0,0,80,7,WEEKDAY_CALM,0.2,LOW_RISK
JED-SHIFT-32134,2054-06-28T00:00:00Z,DUST_HAZE,5733,33.0,18.0,5.0,8,2,1,153,15,WEEKDAY_CALM,0.63,MODERATE_RISK
JED-SHIFT-16445,2040-03-03T08:00:00Z,CLEAR,9444,24.8,6.0,4.8,0,0,0,64,7,WEEKEND_RUSH,0.24,LOW_RISK
JED-SHIFT-06958,2031-07-07T00:00:00Z,CLEAR,9957,28.4,18.0,2.4,1,1,1,117,8,WEEKDAY_CALM,0.37,LOW_RISK
JED-SHIFT-38221,2060-01-17T00:00:00Z,SANDSTORM,300,38.0,55.0,7.0,8,3,2,200,20,WEEKEND_RUSH,0.88,HIGH_RISK
JED-SHIFT-01294,2026-05-06T00:00:00Z,CLEAR,9293,23.6,4.5,3.6,1,1,1,93,8,WEEKDAY_CALM,0.33,LOW_RISK
JED-SHIFT-23480,2046-08-04T08:00:00Z,CLEAR,3079,39.0,19.0,7.0,9,3,2,139,25,WEEKEND_RUSH,0.69,MODERATE_RISK
JED-SHIFT-04897,2029-08-19T00:00:00Z,CLEAR,9896,27.2,9.0,1.2,0,0,0,96,3,WEEKDAY_CALM,0.36,LOW_RISK
JED-SHIFT-33406,2055-08-26T00:00:00Z,SANDSTORM,300,38.0,55.0,7.0,8,3,2,185,20,WEEKDAY_CALM,0.88,HIGH_RISK
JED-SHIFT-16374,2040-02-08T16:00:00Z,CLEAR,9373,23.6,12.0,3.6,1,1,1,113,8,WEEKDAY_CALM,0.33,LOW_RISK
JED-SHIFT-25310,2048-04-05T08:00:00Z,CLEAR,4909,39.0,19.0,5.0,9,3,2,129,16,WEEKDAY_CALM,0.69,MODERATE_RISK
JED-SHIFT-25551,2048-06-24T16:00:00Z,CLEAR,5150,30.0,20.0,6.0,5,4,3,130,19,WEEKDAY_CALM,0.6,MODERATE_RISK
JED-SHIFT-05167,2029-11-17T00:00:00Z,CLEAR,9166,27.2,9.0,1.2,2,0,0,66,9,WEEKEND_RUSH,0.26,LOW_RISK
JED-SHIFT-15303,2039-02-16T16:00:00Z,CLEAR,9302,22.4,3.0,2.4,2,0,0,62,9,WEEKDAY_CALM,0.22,LOW_RISK
JED-SHIFT-29821,2052-05-18T00:00:00Z,DUST_HAZE,3420,30.0,15.0,4.0,5,2,1,160,21,WEEKEND_RUSH,0.6,MODERATE_RISK
JED-SHIFT-27931,2050-08-27T00:00:00Z,DUST_HAZE,4530,30.0,15.0,6.0,5,2,1,110,21,WEEKEND_RUSH,0.6,MODERATE_RISK
JED-SHIFT-39794,2061-06-24T08:00:00Z,EXTREME_HEAT,7000,46.5,20.0,9.5,12,2,1,223,12,WEEKEND_RUSH,0.9,HIGH_RISK
JED-SHIFT-12399,2036-06-23T16:00:00Z,CLEAR,9398,29.6,12.0,3.6,2,0,0,98,9,WEEKDAY_CALM,0.38,LOW_RISK
JED-SHIFT-18183,2041-10-03T16:00:00Z,CLEAR,9182,22.4,3.0,2.4,2,0,0,62,9,WEEKDAY_CALM,0.22,LOW_RISK
JED-SHIFT-15495,2039-04-21T16:00:00Z,CLEAR,9494,24.8,21.0,4.8,2,0,0,74,9,WEEKDAY_CALM,0.34,LOW_RISK
JED-SHIFT-18152,2041-09-23T08:00:00Z,CLEAR,9151,21.2,1.5,1.2,3,1,1,91,10,WEEKDAY_CALM,0.31,LOW_RISK
JED-SHIFT-05280,2029-12-24T16:00:00Z,CLEAR,9279,30.8,21.0,4.8,3,1,1,119,10,WEEKDAY_CALM,0.39,LOW_RISK
JED-SHIFT-22345,2045-07-22T00:00:00Z,DUST_HAZE,4944,34.0,24.0,4.0,9,2,1,124,25,WEEKEND_RUSH,0.64,MODERATE_RISK
JED-SHIFT-25719,2048-08-19T16:00:00Z,CLEAR,5318,38.0,23.0,6.0,8,4,3,138,19,WEEKDAY_CALM,0.68,MODERATE_RISK
JED-SHIFT-32462,2054-10-15T08:00:00Z,EXTREME_HEAT,7000,46.5,20.0,9.5,12,2,1,191,12,WEEKDAY_CALM,0.9,HIGH_RISK
JED-SHIFT-28730,2051-05-20T08:00:00Z,CLEAR,5329,39.0,19.0,5.0,9,3,2,109,25,WEEKEND_RUSH,0.69,MODERATE_RISK
JED-SHIFT-29623,2052-03-13T00:00:00Z,DUST_HAZE,3222,32.0,27.0,6.0,7,2,1,122,17,WEEKDAY_CALM,0.62,MODERATE_RISK
JED-SHIFT-05251,2029-12-15T00:00:00Z,CLEAR,9250,20.0,0.0,0.0,2,0,0,90,5,WEEKEND_RUSH,0.3,LOW_RISK
JED-SHIFT-05525,2030-03-16T08:00:00Z,CLEAR,9524,24.8,6.0,4.8,0,0,0,64,7,WEEKEND_RUSH,0.24,LOW_RISK
JED-SHIFT-17045,2040-09-19T08:00:00Z,CLEAR,9044,24.8,6.0,4.8,0,0,0,64,7,WEEKDAY_CALM,0.24,LOW_RISK
JED-SHIFT-18002,2041-08-04T08:00:00Z,CLEAR,9001,21.2,1.5,1.2,1,1,1,61,4,WEEKDAY_CALM,0.21,LOW_RISK
JED-SHIFT-16012,2039-10-11T00:00:00Z,CLEAR,9011,21.2,9.0,1.2,3,1,1,111,6,WEEKDAY_CALM,0.31,LOW_RISK
JED-SHIFT-08586,2032-12-30T16:00:00Z,CLEAR,9585,26.0,7.5,0.0,1,1,1,65,4,WEEKDAY_CALM,0.25,LOW_RISK
JED-SHIFT-07018,2031-07-27T00:00:00Z,CLEAR,9017,28.4,18.0,2.4,1,1,1,117,4,WEEKDAY_CALM,0.37,LOW_RISK
JED-SHIFT-14981,2038-11-01T08:00:00Z,CLEAR,9980,20.0,15.0,0.0,0,0,0,100,7,WEEKDAY_CALM,0.2,LOW_RISK
JED-SHIFT-31465,2053-11-17T00:00:00Z,DUST_HAZE,5064,34.0,24.0,4.0,9,2,1,124,18,WEEKDAY_CALM,0.64,MODERATE_RISK
JED-SHIFT-22829,2045-12-30T08:00:00Z,CLEAR,5428,38.0,28.0,4.0,8,3,2,128,24,WEEKEND_RUSH,0.68,MODERATE_RISK
JED-SHIFT-06267,2030-11-18T16:00:00Z,CLEAR,9266,27.2,16.5,1.2,2,0,0,86,5,WEEKDAY_CALM,0.26,LOW_RISK
JED-SHIFT-01003,2026-01-29T00:00:00Z,CLEAR,9002,22.4,18.0,2.4,2,0,0,102,5,WEEKDAY_CALM,0.22,LOW_RISK
JED-SHIFT-27516,2050-04-10T16:00:00Z,CLEAR,4115,35.0,20.0,7.0,5,4,3,175,17,WEEKDAY_CALM,0.65,MODERATE_RISK
JED-SHIFT-34772,2056-11-23T08:00:00Z,EXTREME_HEAT,7000,46.5,20.0,9.5,12,2,1,201,12,WEEKDAY_CALM,0.9,HIGH_RISK
JED-SHIFT-27705,2050-06-12T16:00:00Z,CLEAR,4304,34.0,29.0,4.0,9,4,3,124,17,WEEKDAY_CALM,0.64,MODERATE_RISK
JED-SHIFT-27502,2050-04-06T00:00:00Z,DUST_HAZE,4101,31.0,21.0,5.0,6,2,1,161,17,WEEKDAY_CALM,0.61,MODERATE_RISK
JED-SHIFT-06724,2031-04-20T00:00:00Z,CLEAR,9723,23.6,4.5,3.6,3,1,1,63,6,WEEKDAY_CALM,0.23,LOW_RISK
JED-SHIFT-10146,2034-06-03T16:00:00Z,CLEAR,9145,26.0,7.5,0.0,1,1,1,65,4,WEEKEND_RUSH,0.25,LOW_RISK
JED-SHIFT-09918,2034-03-19T16:00:00Z,CLEAR,9917,28.4,3.0,2.4,1,1,1,77,8,WEEKDAY_CALM,0.37,LOW_RISK
JED-SHIFT-12344,2036-06-05T08:00:00Z,CLEAR,9343,23.6,19.5,3.6,3,1,1,103,10,WEEKDAY_CALM,0.23,LOW_RISK
JED-SHIFT-32861,2055-02-25T08:00:00Z,EXTREME_HEAT,7000,46.5,20.0,9.5,12,2,1,190,12,WEEKDAY_CALM,0.9,HIGH_RISK
JED-SHIFT-30008,2052-07-19T08:00:00Z,CLEAR,3607,37.0,22.0,7.0,7,3,2,107,23,WEEKEND_RUSH,0.67,MODERATE_RISK
JED-SHIFT-14324,2038-03-27T08:00:00Z,CLEAR,9323,23.6,19.5,3.6,3,1,1,103,6,WEEKEND_RUSH,0.23,LOW_RISK
JED-SHIFT-32062,2054-06-04T00:00:00Z,DUST_HAZE,5661,31.0,21.0,5.0,6,2,1,161,20,WEEKDAY_CALM,0.61,MODERATE_RISK
JED-SHIFT-29136,2051-10-02T16:00:00Z,CLEAR,5735,35.0,20.0,7.0,5,4,3,115,20,WEEKDAY_CALM,0.65,MODERATE_RISK
JED-SHIFT-24137,2047-03-11T08:00:00Z,CLEAR,3736,36.0,16.0,4.0,6,3,2,156,19,WEEKDAY_CALM,0.66,MODERATE_RISK
JED-SHIFT-34124,2056-04-21T08:00:00Z,EXTREME_HEAT,7000,46.5,20.0,9.5,12,2,1,203,12,WEEKEND_RUSH,0.9,HIGH_RISK
JED-SHIFT-22718,2045-11-23T08:00:00Z,CLEAR,5317,37.0,22.0,5.0,7,3,2,177,14,WEEKDAY_CALM,0.67,MODERATE_RISK
JED-SHIFT-27298,2050-01-28T00:00:00Z,DUST_HAZE,3897,37.0,27.0,5.0,7,2,1,117,23,WEEKEND_RUSH,0.67,MODERATE_RISK
JED-SHIFT-14854,2038-09-20T00:00:00Z,CLEAR,9853,23.6,4.5,3.6,1,1,1,93,8,WEEKDAY_CALM,0.33,LOW_RISK
JED-SHIFT-32538,2054-11-09T16:00:00Z,DUST_HAZE,1800,35.0,25.0,6.0,6,8,4,217,19,WEEKDAY_CALM,0.86,HIGH_RISK
JED-SHIFT-15222,2039-01-20T16:00:00Z,CLEAR,9221,21.2,16.5,1.2,1,1,1,101,8,WEEKDAY_CALM,0.21,LOW_RISK
JED-SHIFT-11387,2035-07-22T08:00:00Z,CLEAR,9386,27.2,1.5,1.2,2,0,0,106,5,WEEKDAY_CALM,0.26,LOW_RISK
JED-SHIFT-05934,2030-07-30T16:00:00Z,CLEAR,9933,23.6,12.0,3.6,1,1,1,113,8,WEEKDAY_CALM,0.33,LOW_RISK
JED-SHIFT-39326,2061-01-19T08:00:00Z,EXTREME_HEAT,7000,46.5,20.0,9.5,12,2,1,205,12,WEEKDAY_CALM,0.9,HIGH_RISK
JED-SHIFT-02954,2027-11-10T08:00:00Z,CLEAR,9953,23.6,19.5,3.6,1,1,1,73,4,WEEKDAY_CALM,0.33,LOW_RISK
JED-SHIFT-27275,2050-01-20T08:00:00Z,CLEAR,3874,34.0,19.0,6.0,9,3,2,174,14,WEEKDAY_CALM,0.64,MODERATE_RISK
JED-SHIFT-21624,2044-11-23T16:00:00Z,CLEAR,4223,33.0,23.0,7.0,8,4,3,123,19,WEEKDAY_CALM,0.63,MODERATE_RISK
JED-SHIFT-02738,2027-08-30T08:00:00Z,CLEAR,9737,28.4,10.5,2.4,1,1,1,97,4,WEEKDAY_CALM,0.37,LOW_RISK
JED-SHIFT-37760,2059-08-16T08:00:00Z,EXTREME_HEAT,7000,46.5,20.0,9.5,12,2,1,189,12,WEEKEND_RUSH,0.9,HIGH_RISK
JED-SHIFT-16286,2040-01-10T08:00:00Z,CLEAR,9285,26.0,15.0,0.0,1,1,1,85,8,WEEKDAY_CALM,0.25,LOW_RISK
JED-SHIFT-36334,2058-04-28T00:00:00Z,SANDSTORM,300,38.0,55.0,7.0,8,3,2,213,20,WEEKDAY_CALM,0.88,HIGH_RISK
JED-SHIFT-08292,2032-09-23T16:00:00Z,CLEAR,9291,21.2,16.5,1.2,3,1,1,71,6,WEEKDAY_CALM,0.31,LOW_RISK
JED-SHIFT-03040,2027-12-09T00:00:00Z,CLEAR,9039,30.8,13.5,4.8,3,1,1,99,10,WEEKDAY_CALM,0.39,LOW_RISK
JED-SHIFT-31584,2053-12-26T16:00:00Z,CLEAR,5183,33.0,23.0,7.0,8,4,3,163,24,WEEKEND_RUSH,0.63,MODERATE_RISK
JED-SHIFT-19242,2042-09-21T16:00:00Z,CLEAR,9241,21.2,16.5,1.2,1,1,1,101,4,WEEKDAY_CALM,0.21,LOW_RISK
JED-SHIFT-04437,2029-03-18T16:00:00Z,CLEAR,9436,27.2,16.5,1.2,0,0,0,116,7,WEEKDAY_CALM,0.36,LOW_RISK
JED-SHIFT-05107,2029-10-28T00:00:00Z,CLEAR,9106,27.2,9.0,1.2,2,0,0,66,5,WEEKDAY_CALM,0.26,LOW_RISK
JED-SHIFT-21054,2044-05-17T16:00:00Z,CLEAR,3653,33.0,23.0,5.0,8,4,3,113,16,WEEKDAY_CALM,0.63,MODERATE_RISK
JED-SHIFT-37369,2059-04-08T00:00:00Z,SANDSTORM,300,38.0,55.0,7.0,8,3,2,198,20,WEEKDAY_CALM,0.88,HIGH_RISK
JED-SHIFT-23119,2046-04-06T00:00:00Z,DUST_HAZE,5718,38.0,18.0,6.0,8,2,1,178,24,WEEKEND_RUSH,0.68,MODERATE_RISK
JED-SHIFT-08130,2032-07-31T16:00:00Z,CLEAR,9129,30.8,21.0,4.8,1,1,1,89,4,WEEKEND_RUSH,0.29,LOW_RISK
JED-SHIFT-00654,2025-10-04T16:00:00Z,CLEAR,9653,23.6,12.0,3.6,1,1,1,113,8,WEEKEND_RUSH,0.33,LOW_RISK
JED-SHIFT-26797,2049-08-14T00:00:00Z,DUST_HAZE,3396,36.0,21.0,4.0,6,2,1,176,22,WEEKEND_RUSH,0.66,MODERATE_RISK
JED-SHIFT-24052,2047-02-11T00:00:00Z,DUST_HAZE,3651,31.0,21.0,7.0,6,2,1,151,18,WEEKDAY_CALM,0.61,MODERATE_RISK
JED-SHIFT-34091,2056-04-10T08:00:00Z,EXTREME_HEAT,7000,46.5,20.0,9.5,12,2,1,220,12,WEEKDAY_CALM,0.9,HIGH_RISK
JED-SHIFT-21010,2044-05-03T00:00:00Z,DUST_HAZE,3609,39.0,24.0,5.0,9,2,1,149,14,WEEKDAY_CALM,0.69,MODERATE_RISK
JED-SHIFT-16149,2039-11-25T16:00:00Z,CLEAR,9148,29.6,12.0,3.6,0,0,0,68,7,WEEKEND_RUSH,0.28,LOW_RISK
JED-SHIFT-31375,2053-10-18T00:00:00Z,DUST_HAZE,4974,34.0,24.0,6.0,9,2,1,114,25,WEEKEND_RUSH,0.64,MODERATE_RISK
JED-SHIFT-03546,2028-05-25T16:00:00Z,CLEAR,9545,26.0,7.5,0.0,1,1,1,65,4,WEEKDAY_CALM,0.25,LOW_RISK
JED-SHIFT-24401,2047-06-07T08:00:00Z,CLEAR,4000,30.0,25.0,4.0,5,3,2,100,21,WEEKEND_RUSH,0.6,MODERATE_RISK
JED-SHIFT-14097,2038-01-10T16:00:00Z,CLEAR,9096,27.2,16.5,1.2,0,0,0,116,3,WEEKDAY_CALM,0.36,LOW_RISK
JED-SHIFT-17098,2040-10-07T00:00:00Z,CLEAR,9097,28.4,18.0,2.4,1,1,1,117,4,WEEKDAY_CALM,0.37,LOW_RISK
JED-SHIFT-39226,2060-12-17T00:00:00Z,SANDSTORM,300,38.0,55.0,7.0,8,3,2,205,20,WEEKEND_RUSH,0.88,HIGH_RISK
JED-SHIFT-32932,2055-03-21T00:00:00Z,SANDSTORM,300,38.0,55.0,7.0,8,3,2,211,20,WEEKDAY_CALM,0.88,HIGH_RISK
JED-SHIFT-25376,2048-04-27T08:00:00Z,CLEAR,4975,35.0,25.0,7.0,5,3,2,115,19,WEEKDAY_CALM,0.65,MODERATE_RISK
JED-SHIFT-09763,2034-01-27T00:00:00Z,CLEAR,9762,22.4,18.0,2.4,2,0,0,102,5,WEEKEND_RUSH,0.22,LOW_RISK
JED-SHIFT-34594,2056-09-25T00:00:00Z,SANDSTORM,300,38.0,55.0,7.0,8,3,2,223,20,WEEKDAY_CALM,0.88,HIGH_RISK
JED-SHIFT-10474,2034-09-21T00:00:00Z,CLEAR,9473,23.6,4.5,3.6,1,1,1,93,4,WEEKDAY_CALM,0.33,LOW_RISK
JED-SHIFT-22517,2045-09-17T08:00:00Z,CLEAR,5116,36.0,16.0,4.0,6,3,2,136,16,WEEKDAY_CALM,0.66,MODERATE_RISK
JED-SHIFT-31643,2054-01-15T08:00:00Z,CLEAR,5242,32.0,22.0,6.0,7,3,2,142,14,WEEKDAY_CALM,0.62,MODERATE_RISK
JED-SHIFT-02822,2027-09-27T08:00:00Z,CLEAR,9821,21.2,1.5,1.2,1,1,1,61,8,WEEKDAY_CALM,0.21,LOW_RISK
JED-SHIFT-18406,2041-12-17T00:00:00Z,CLEAR,9405,26.0,0.0,0.0,1,1,1,105,8,WEEKDAY_CALM,0.25,LOW_RISK
JED-SHIFT-14089,2038-01-08T00:00:00Z,CLEAR,9088,29.6,4.5,3.6,0,0,0,108,3,WEEKEND_RUSH,0.28,LOW_RISK
JED-SHIFT-37490,2059-05-18T08:00:00Z,EXTREME_HEAT,7000,46.5,20.0,9.5,12,2,1,219,12,WEEKDAY_CALM,0.9,HIGH_RISK
JED-SHIFT-22986,2046-02-20T16:00:00Z,CLEAR,5585,35.0,20.0,5.0,5,4,3,125,16,WEEKDAY_CALM,0.65,MODERATE_RISK
JED-SHIFT-02165,2027-02-20T08:00:00Z,CLEAR,9164,24.8,6.0,4.8,0,0,0,64,7,WEEKEND_RUSH,0.24,LOW_RISK
JED-SHIFT-24582,2047-08-06T16:00:00Z,CLEAR,4181,31.0,26.0,5.0,6,4,3,121,16,WEEKDAY_CALM,0.61,MODERATE_RISK
JED-SHIFT-05281,2029-12-25T00:00:00Z,CLEAR,9280,20.0,0.0,0.0,0,0,0,60,3,WEEKDAY_CALM,0.2,LOW_RISK
JED-SHIFT-22483,2045-09-06T00:00:00Z,DUST_HAZE,5082,32.0,27.0,6.0,7,2,1,102,17,WEEKDAY_CALM,0.62,MODERATE_RISK
JED-SHIFT-18941,2042-06-13T08:00:00Z,CLEAR,9940,20.0,15.0,0.0,0,0,0,100,7,WEEKEND_RUSH,0.2,LOW_RISK
JED-SHIFT-29571,2052-02-24T16:00:00Z,CLEAR,3170,30.0,20.0,6.0,5,4,3,150,21,WEEKEND_RUSH,0.6,MODERATE_RISK
JED-SHIFT-07090,2031-08-20T00:00:00Z,CLEAR,9089,30.8,13.5,4.8,1,1,1,69,4,WEEKDAY_CALM,0.29,LOW_RISK
JED-SHIFT-05239,2029-12-11T00:00:00Z,CLEAR,9238,29.6,4.5,3.6,2,0,0,78,9,WEEKDAY_CALM,0.38,LOW_RISK
JED-SHIFT-19729,2043-03-03T00:00:00Z,CLEAR,9728,29.6,4.5,3.6,0,0,0,108,3,WEEKDAY_CALM,0.28,LOW_RISK
JED-SHIFT-09095,2033-06-18T08:00:00Z,CLEAR,9094,24.8,6.0,4.8,2,0,0,94,9,WEEKEND_RUSH,0.34,LOW_RISK
JED-SHIFT-15569,2039-05-16T08:00:00Z,CLEAR,9568,29.6,19.5,3.6,0,0,0,88,3,WEEKDAY_CALM,0.28,LOW_RISK
JED-SHIFT-27191,2049-12-23T08:00:00Z,CLEAR,3790,30.0,25.0,6.0,5,3,2,170,14,WEEKDAY_CALM,0.6,MODERATE_RISK
JED-SHIFT-16566,2040-04-12T16:00:00Z,CLEAR,9565,26.0,7.5,0.0,1,1,1,65,8,WEEKDAY_CALM,0.25,LOW_RISK
JED-SHIFT-30438,2052-12-09T16:00:00Z,CLEAR,4037,37.0,17.0,5.0,7,4,3,137,20,WEEKDAY_CALM,0.67,MODERATE_RISK
JED-SHIFT-26389,2049-03-31T00:00:00Z,DUST_HAZE,5988,38.0,18.0,4.0,8,2,1,168,17,WEEKDAY_CALM,0.68,MODERATE_RISK
JED-SHIFT-17138,2040-10-20T08:00:00Z,CLEAR,9137,28.4,10.5,2.4,1,1,1,97,4,WEEKEND_RUSH,0.37,LOW_RISK
JED-SHIFT-01854,2026-11-08T16:00:00Z,CLEAR,9853,23.6,12.0,3.6,1,1,1,113,8,WEEKDAY_CALM,0.33,LOW_RISK
JED-SHIFT-26420,2049-04-10T08:00:00Z,CLEAR,3019,39.0,19.0,7.0,9,3,2,119,25,WEEKEND_RUSH,0.69,MODERATE_RISK
JED-SHIFT-02164,2027-02-20T00:00:00Z,CLEAR,9163,23.6,4.5,3.6,3,1,1,63,6,WEEKEND_RUSH,0.23,LOW_RISK
JED-SHIFT-04364,2029-02-22T08:00:00Z,CLEAR,9363,23.6,19.5,3.6,3,1,1,103,6,WEEKDAY_CALM,0.23,LOW_RISK
JED-SHIFT-34818,2056-12-08T16:00:00Z,DUST_HAZE,1800,35.0,25.0,6.0,6,8,4,197,19,WEEKEND_RUSH,0.86,HIGH_RISK
JED-SHIFT-01251,2026-04-21T16:00:00Z,CLEAR,9250,20.0,7.5,0.0,2,0,0,110,5,WEEKDAY_CALM,0.3,LOW_RISK
JED-SHIFT-19209,2042-09-10T16:00:00Z,CLEAR,9208,29.6,12.0,3.6,0,0,0,68,3,WEEKDAY_CALM,0.28,LOW_RISK
JED-SHIFT-29713,2052-04-12T00:00:00Z,DUST_HAZE,3312,32.0,27.0,4.0,7,2,1,132,23,WEEKEND_RUSH,0.62,MODERATE_RISK
JED-SHIFT-10919,2035-02-16T08:00:00Z,CLEAR,9918,29.6,19.5,3.6,2,0,0,118,9,WEEKEND_RUSH,0.38,LOW_RISK
JED-SHIFT-08819,2033-03-18T08:00:00Z,CLEAR,9818,29.6,19.5,3.6,2,0,0,118,5,WEEKEND_RUSH,0.38,LOW_RISK
JED-SHIFT-10070,2034-05-09T08:00:00Z,CLEAR,9069,30.8,6.0,4.8,1,1,1,109,8,WEEKDAY_CALM,0.29,LOW_RISK
JED-SHIFT-03967,2028-10-13T00:00:00Z,CLEAR,9966,27.2,9.0,1.2,2,0,0,66,9,WEEKEND_RUSH,0.26,LOW_RISK
JED-SHIFT-31749,2054-02-19T16:00:00Z,CLEAR,5348,38.0,23.0,4.0,8,4,3,168,15,WEEKDAY_CALM,0.68,MODERATE_RISK
JED-SHIFT-16262,2040-01-02T08:00:00Z,CLEAR,9261,21.2,1.5,1.2,1,1,1,61,8,WEEKDAY_CALM,0.21,LOW_RISK
JED-SHIFT-10119,2034-05-25T16:00:00Z,CLEAR,9118,29.6,12.0,3.6,2,0,0,98,9,WEEKDAY_CALM,0.38,LOW_RISK
JED-SHIFT-07142,2031-09-06T08:00:00Z,CLEAR,9141,21.2,1.5,1.2,1,1,1,61,8,WEEKEND_RUSH,0.21,LOW_RISK
JED-SHIFT-04984,2029-09-17T00:00:00Z,CLEAR,9983,23.6,4.5,3.6,3,1,1,63,10,WEEKDAY_CALM,0.23,LOW_RISK
